# AUTO-GENERATED by tools/build_questline_dag.py -- DO NOT EDIT, re-emit.
# TIER 1 of docs/specs/SPEC-questline-dag-20260728.md: EMIT THE GRAPH, ASSERT NOTHING.
# Directed edges over EVENT FLAGS. target_flag is always a live AP check.
#   sense=set     the source must be SET   -> a PREREQUISITE. A CANDIDATE access rule, not one yet.
#   sense=clear   the source must be CLEAR -> an EXCLUSION. Never an access rule; this is the
#                 argument FOR the missable tag.
#   sense=unknown the corpus does not encode the polarity. UNUSABLE. Tallied, never guessed.
# 🛑 NOTHING IN THE WORLD READS THIS FILE. Every check named here keeps its missable tag.
# 🛑 An edge is CO-OCCURRENCE + a polarity rule, not proof: datamine_lot_gates pairs every flag test
#   in an event with every award in it, so a test on a branch that never reaches the award is here.
# 🛑 ABSENCE IS NOT SAFETY. Every corpus below reads an AWARD SITE. A questline that gates whether a
#   FIGHT EXISTS leaves no award-site trace -- f510110 (Fortissax), the case this spec was written
#   from, is absent BY CONSTRUCTION and the tool asserts that absence out loud.
# alt_group groups edges READ AT ONE SITE; `group_semantics` says what that grouping MEANS, and it
#   is `unknown` unless the data proves otherwise -- `any` only for separate call sites of one
#   common event (f400191's three triggers), `all` only for the `&&` conjuncts of one enabler
#   condition (f1039537050's three). 🛑 An earlier version called EVERY group "alternatives"; that
#   was OUR claim wearing the game's clothes, and an OR read of a conjunction is an
#   UNDER-constrained rule. A consumer may act on `any` / `all` only.
# source_locator: how the source's region was placed -- flag_decode > setter_map > common_map >
#   test_map (WEAKEST: where the flag MATTERS, not where it lives -- good enough for a missable tag,
#   never for an access rule). Empty = unplaced.
# MEASURED THIS RUN (recomputed on every emit; the tool hard-fails on a degenerate parse):
#   edges 300 over 164 target check(s) | sense: set 153, clear 22, unknown 125
#   by tool: esd_gifts 112, lot_gates 176, treasure_enablers 12
#   source kind: check 5, npc_state 106, world 189
#   targets: 116 with a PREREQUISITE (sense=set), 16 with an EXCLUSION (sense=clear)
#   CORROBORATION: 88 of 164 target check(s) are ALREADY missable-tagged (54%); the tag set holds 289 checks in total
#   cross-region edges: 59 (10 whose target is NOT missable-tagged)
#   alt_group semantics: all 2, any 11, single 164, unknown 39 (a group claims OR/AND only where the DATA proves it)
#   edges DEGRADED to unusable by a guard (each is a refusal, not a loss): context-branch-unresolved 7, enabler-not-an-eventflag-test-above-the-enable 2, esd-paths-disagree 3, esd-received-memo 83, lot_gates-senses-disagree 2, treasure-verb-crossproduct 28
#   source flags LABELLED from FromSoft's own event names: 201 of 300 edge(s) (67%); by emevd_batch 1, emevd_event 95, esd_talk 105
#   source region located by: none 120, esd_talk_map 40, flag_decode 83, setter_map 42, test_map 15
#   dropped rows (a filter with no tally is a lie): esd_gifts:duplicate-row 3, esd_gifts:lot-has-no-flag 51, esd_gifts:self-loop 1, esd_gifts:sentinel-source 2, esd_gifts:target-not-a-live-check 129, lot_gates:duplicate-row 51, treasure_enablers:duplicate-row 3, treasure_enablers:no-entity-handle 66
#   contexts with NO polarity rule (-> unknown, never guessed): !EventFlag 1, ? 6, EventFlag 1, GotoIf 2, if 1
# ACCEPTANCE (SPEC §7, asserted on the finished pipeline by name):
#   [ok] f400191 Golden Seed / Stormhill Shack -- 3 triggers in ONE alt_group with semantics=any (separate call sites of one common event); found gates [3708, 3709, 1041389414] in 1 group(s), semantics ['any']
#   [ok] f400191 polarity -- every trigger is a POSITIVE prerequisite (commonarg/WaitFor); senses ['set']
#   [ok] f1039537050 Gelmir enabler -- a CONJUNCTION, not alternatives -- three `&&` conjuncts of one WaitFor must read semantics=all; got ['all']
#   [ok] f400001 Rold Medallion (Melina handover) -- the easy end of the graph: 1 ESD-gift edge(s)
#   [ok] f65660 <- 11007992 -- the EndIf INVERSION -- `EndIf(EventFlag(X))` ends the event when X is SET, so the award below needs X CLEAR; reading it the naive way mints a false prerequisite. senses ['clear']
#   [ok] f400470 <- 1047419201 -- the ESD gate_sense=1 mapping -- Great-Jar's Arsenal is handed over behind a SET flag; if the 1/0 mapping inverts, this is the fixture that says so. senses ['set']
#   [ok] f580600 <- 9146 (treasure enabler) -- the one known real cross-region prerequisite; senses ['set']
#   [ok] f510110 Fortissax -- ABSENT BY CONSTRUCTION -- no award-site corpus can see an arena-existence gate; absence here is the BLIND SPOT, never evidence of safety (SPEC §5)
source_flag	target_flag	sense	evidence	tool	source_label	source_label_ja	label_source	label_setters	basis	alt_group	group_semantics	source_kind	source_region	source_locator	target_region	cross_region	target_ap_id	target_name
1050389238	400312	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC349 Rotten elder_corpse display	NPC349腐敗長老_死体表示	emevd_event	1	commonarg-positive-by-construction	lot_gates:400312:90005750	any	world	Caelid	flag_decode	Caelid	no	7900025	Caelid :: Gowry's Bell Bearing - around Church of the Plague, may be sweep-granted by Night's Cavalry (m60_49_37) [f400312]
1050389257	400320	unknown	talk 348001500 gate_sense=0 lot 103200	esd_gifts	set by NPC talk 348001500 on m15_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400320:348001500	single	npc_state	Caelid	flag_decode	Haligtree	yes	7770598	Haligtree :: Prosthesis-Wearer Heirloom [f400320]
1050389257	400320	unknown	talk 348006000 gate_sense=0 lot 103200	esd_gifts	set by NPC talk 348001500 on m15_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400320:348006000	single	npc_state	Caelid	flag_decode	Haligtree	yes	7770598	Haligtree :: Prosthesis-Wearer Heirloom [f400320]
4192	400321	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC348 Marenia's Daughter_Character state transition	NPC348マレニアの娘_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400321:90005750	single	world			Haligtree	unknown	7770599	Haligtree :: Unalloyed Gold Needle - around Prayer Room, may be sweep-granted by Malenia, Blade of Miquella (m15_00) [f400321]
7611	400323	set	323)); WaitFor(ElapsedSeconds(2) && EventFlag(7611)); Awa	lot_gates					waitfor-blocks-until-set	lot_gates:400323:15000714	single	world			Haligtree	unknown	7770600	Haligtree :: Millicent's Prosthesis - around Prayer Room, may be sweep-granted by Loretta, Knight of the Haligtree (m15_00) [f400323]
7611	400323	set	$InitializeCommonEvent(90005774) arg0	lot_gates					commonarg-positive-by-construction	lot_gates:400323:90005774	single	world			Haligtree	unknown	7770600	Haligtree :: Millicent's Prosthesis - around Prayer Room, may be sweep-granted by Loretta, Knight of the Haligtree (m15_00) [f400323]
15009212	400324	unknown	&& !EventFlag(400324) && EventFlag(15009212)	lot_gates	NPC203 Marenia_Flower	NPC203マレニア_花化	emevd_event	1	context-branch-unresolved	lot_gates:400324:15000713	single	world	Haligtree	setter_map	Haligtree	no	7770601	Haligtree :: Miquella's Needle - around Prayer Room, may be sweep-granted by Malenia, Blade of Miquella (m15_00) [f400324]
12039162	400339	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC322 Yuria_Character state transition	NPC322ユリア_キャラ状態遷移	emevd_event	1	commonarg-positive-by-construction	lot_gates:400339:90005750	single	world			Deeproot Depths	unknown	7900026	Deeproot Depths :: Fia's Robe - around Root-Facing Cliffs, may be sweep-granted by Crucible Knight Siluria (m12_03) [f400339]
4067	400348	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC319 Danny_Character state transition	NPC319ダニー_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400348:90005750	single	world			Deeproot Depths	unknown	7900030	Deeproot Depths :: Twinned Greaves - around Root-Facing Cliffs, may be sweep-granted by Fia's Champion (m12_03) [f400348]
4048	400349	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC322 Yuria_Character state transition	NPC322ユリア_キャラ状態遷移	emevd_event	3	commonarg-positive-by-construction	lot_gates:400349:90005750	single	world	Siofra River	test_map	Roundtable Hold	yes	7900034	Roundtable Hold :: Twinned Greaves - around Table of Lost Grace [f400349]
11109505	400357	unknown	talk 325001000 gate_sense=1 lot 103510	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400357:325001000	single	npc_state	Roundtable Hold	esd_talk_map	Leyndell	yes	7770607	Leyndell :: Black Knifeprint [f400357]
11109505	400357	unknown	talk 325001110 gate_sense=1 lot 103510	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400357:325001110	single	npc_state	Roundtable Hold	esd_talk_map	Leyndell	yes	7770607	Leyndell :: Black Knifeprint [f400357]
10009606	400358	unknown	talk 325001000 gate_sense=0 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-paths-disagree	esd_gifts:400358:325001000	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
10009606	400358	unknown	talk 325001110 gate_sense=0 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-paths-disagree	esd_gifts:400358:325001110	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
10009616	400358	unknown	talk 325001000 gate_sense=1 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400358:325001000	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
10009616	400358	unknown	talk 325001110 gate_sense=1 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400358:325001110	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
11109505	400358	unknown	talk 325001000 gate_sense=1 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400358:325001000	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
11109505	400358	unknown	talk 325001110 gate_sense=1 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400358:325001110	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
11109530	400358	unknown	talk 325001000 gate_sense=1 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400358:325001000	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
11109530	400358	unknown	talk 325001110 gate_sense=1 lot 103500	esd_gifts	set by NPC talk 325001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400358:325001110	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
400359	400358	set	$InitializeCommonEvent(90005750) arg5	lot_gates					commonarg-positive-by-construction	lot_gates:400358:90005750	single	check			Roundtable Hold	unknown	7770608	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]
3909	400359	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC325 Roger_Character state transition	NPC325ロジェール_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400359:90005750	single	world			Roundtable Hold	unknown	7900038	Roundtable Hold :: Spellblade's Trousers - around Table of Lost Grace [f400359]
3806	400360	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC333 Pyroxene magician who cannot return_Character state transition	NPC333戻れない輝石魔術師_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400360:90005750	single	world			Raya Lucaria Academy	unknown	7770610	Raya Lucaria Academy :: Thops's Bell Bearing - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400360]
11109957	400380	unknown	talk 323001110 gate_sense=0 lot 103800	esd_gifts	set by NPC talk 323001110 on m11_10_00_00		esd_talk	1	esd-received-memo	esd_gifts:400380:323001110	single	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7773735	Roundtable Hold :: Sewer-Gaol Key - around Table of Lost Grace (region unconfirmed) [f400380]
35009337	400381	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC323 Shit-eater_Attack and kill	NPC323糞喰い_攻撃殺害	emevd_event	1	commonarg-positive-by-construction	lot_gates:400381:90005750	single	world	Leyndell	setter_map	Leyndell	no	7770613	Leyndell :: Sword of Milos - around Underground Roadside, may be sweep-granted by Esgar, Priest of Blood (m35_00) [f400381]
1045522181	400381	set	$InitializeCommonEvent(90005792) arg1	lot_gates					commonarg-positive-by-construction	lot_gates:400381:90005792	any	world	Altus	flag_decode	Leyndell	yes	7770613	Leyndell :: Sword of Milos - around Underground Roadside, may be sweep-granted by Esgar, Priest of Blood (m35_00) [f400381]
35009336	400382	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC323 Shit Eater_Revisit after using cursed item	NPC323糞喰い_呪いのアイテム使用後に再訪	emevd_event	1	commonarg-positive-by-construction	lot_gates:400382:90005750	single	world	Leyndell	setter_map	Leyndell	no	7900043	Leyndell :: Omen Greaves - around Underground Roadside, may be sweep-granted by Esgar, Priest of Blood (m35_00) [f400382]
1034509421	400391	unknown	talk 106016000 gate_sense=0 lot 103910	esd_gifts	set by NPC talk 106016000 on m60_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400391:106016000	single	npc_state	Liurnia	flag_decode	Roundtable Hold	yes	7773736	Roundtable Hold :: Carian Inverted Statue (region unconfirmed) [f400391]
1035429255	400393	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC106_Rani_Immediately after cutscene_Disappears after conversation	NPC106_ラニ_カットシーン直後_会話後に消える	emevd_event	2	commonarg-positive-by-construction	lot_gates:400393:90005750	single	world	Liurnia	flag_decode	Liurnia	no	7770616	Liurnia :: Dark Moon Greatsword - near Cathedral of Manus Celes, may be sweep-granted by Omenkiller (m60_35_42) [f400393]
1034509430	400394	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC106 Rani_Character state transition	NPC106ラニ_キャラ状態遷移	emevd_event	1	commonarg-positive-by-construction	lot_gates:400394:90005750	single	world	Liurnia	flag_decode	Ainsel River	yes	7770617	Ainsel River :: Miniature Ranni - around Dragonkin Soldier of Nokstella, may be sweep-granted by Dragonkin Soldier (m12_01) [f400394]
3371	400400	set	talk 312001400 gate_sense=1 lot 104000	esd_gifts	NPC312 Lord of Plains Fort_Character state transition	NPC312平原砦の領主_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400400:312001400	single	world			Caelid	unknown	7773738	Caelid :: Ancient Dragon Smithing Stone - around Smoldering Church [f400400]
3371	400400	set	talk 312006000 gate_sense=1 lot 104000	esd_gifts	NPC312 Lord of Plains Fort_Character state transition	NPC312平原砦の領主_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400400:312006000	single	world			Caelid	unknown	7773738	Caelid :: Ancient Dragon Smithing Stone - around Smoldering Church [f400400]
3371	400400	set	talk 312026000 gate_sense=1 lot 104000	esd_gifts	NPC312 Lord of Plains Fort_Character state transition	NPC312平原砦の領主_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400400:312026000	single	world			Caelid	unknown	7773738	Caelid :: Ancient Dragon Smithing Stone - around Smoldering Church [f400400]
7609	400401	set	401)); WaitFor(ElapsedSeconds(2) && EventFlag(7609));	lot_gates					waitfor-blocks-until-set	lot_gates:400401:14000712	single	world			Raya Lucaria Academy	unknown	7900046	Raya Lucaria Academy :: Eccentric's Breeches - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400401]
4103	400410	clear	EndIf(EventFlag(400410)); EndIf(EventFlag(4103)); Wai	lot_gates	NPC330_Atonement Priest_Performing absolution	NPC330_贖罪司祭_免罪実行	emevd_batch	2	endif-bailout-inverts	lot_gates:400410:3052	unknown	world	Liurnia	setter_map	Liurnia	no	7770619	Liurnia :: Latenna the Albinauric - around Slumbering Wolf's Shack, may be sweep-granted by Deathbird (m60_37_42) [f400410]
1036412703	400410	clear	; WaitFor(EventFlag(1036419209) && !EventFlag(1036412703)); Awa	lot_gates	set by NPC talk 228006000 on m60_00_00_00		esd_talk	1	waitfor-negated	lot_gates:400410:3052	unknown	npc_state	Liurnia	flag_decode	Liurnia	no	7770619	Liurnia :: Latenna the Albinauric - around Slumbering Wolf's Shack, may be sweep-granted by Deathbird (m60_37_42) [f400410]
1036419209	400410	set	EndIf(EventFlag(4103)); WaitFor(EventFlag(1036419209) && !Event	lot_gates	set by NPC talk 228006000 on m60_00_00_00		esd_talk	1	waitfor-blocks-until-set	lot_gates:400410:3052	unknown	npc_state	Liurnia	flag_decode	Liurnia	no	7770619	Liurnia :: Latenna the Albinauric - around Slumbering Wolf's Shack, may be sweep-granted by Deathbird (m60_37_42) [f400410]
1036419215	400410	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC228 Wolf Rider_NPC initialization event_Initial state	NPC228ウルフライダー_NPC初期化イベント_初期状態	emevd_event	1	commonarg-positive-by-construction	lot_gates:400410:90005750	single	world	Liurnia	flag_decode	Liurnia	no	7770619	Liurnia :: Latenna the Albinauric - around Slumbering Wolf's Shack, may be sweep-granted by Deathbird (m60_37_42) [f400410]
1047589206	400411	unknown	talk 228106000 gate_sense=0 lot 104110	esd_gifts	set by NPC talk 228106000 on m60_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400411:228106000	single	npc_state	Consecrated Snowfield	flag_decode	Consecrated Snowfield	no	7770620	Consecrated Snowfield :: Somber Ancient Dragon Smithing Stone - around Apostate Derelict, may be sweep-granted by Death Rite Bird (m60_48_57) [f400411]
1047589210	400411	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC228 Wolf Rider_Waiting for extinction animation to play	NPC228ウルフライダー_消滅アニメ再生待ち	emevd_event	1	commonarg-positive-by-construction	lot_gates:400411:90005750	single	world	Consecrated Snowfield	flag_decode	Consecrated Snowfield	no	7770620	Consecrated Snowfield :: Somber Ancient Dragon Smithing Stone - around Apostate Derelict, may be sweep-granted by Death Rite Bird (m60_48_57) [f400411]
3829	400460	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC226 Living Small Pot_Character state transition	NPC226生きている小壺_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400460:90005750	single	world			Liurnia	unknown	7770623	Liurnia :: Companion Jar - near Jarburg, may be sweep-granted by Tibia Mariner (m60_39_44) [f400460]
1047419201	400470	set	talk 221006000 gate_sense=1 lot 104700	esd_gifts	Giant pot event_raise event end flag	巨大壺イベント_イベント終了フラグを立たせる	emevd_event	1	esd-walk-gate-sense	esd_gifts:400470:221006000	single	world			Caelid	unknown	7770624	Caelid :: Great-Jar's Arsenal - m60_47_41 (region unconfirmed), may be sweep-granted by Putrid Avatar (m60_47_40) [f400470]
7610	400480	set	$InitializeCommonEvent(90005774) arg0	lot_gates					commonarg-positive-by-construction	lot_gates:400480:90005774	single	world			Haligtree	unknown	7770625	Haligtree :: Rotten Winged Sword Insignia - around Prayer Room, may be sweep-granted by Loretta, Knight of the Haligtree (m15_00) [f400480]
11109656	400490	set	$InitializeCommonEvent(90005750) arg5	lot_gates	Dark Round Table Space_Dark Hours	暗黒円卓空間_暗黒時	emevd_event	1	commonarg-positive-by-construction	lot_gates:400490:90005750	single	world	Roundtable Hold	setter_map	Roundtable Hold	no	7900057	Roundtable Hold :: Royal Remains Greaves - around Table of Lost Grace [f400490]
11059305	400500	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC112 Golden Masked Seeker_Item Light_Revisited	NPC112金仮面の探究者_アイテム光_再訪	emevd_event	1	commonarg-positive-by-construction	lot_gates:400500:90005750	single	world	Leyndell	setter_map	Ashen Capital	yes	7900059	Ashen Capital :: Gold Waistwrap - around Elden Throne, may be sweep-granted by Sir Gideon Ofnir, the All-Knowing (m11_05) [f400500]
7612	400510	set	$InitializeCommonEvent(90005774) arg0	lot_gates					commonarg-positive-by-construction	lot_gates:400510:90005774	single	world			Altus	unknown	7770628	Altus :: Great Stars - around Bower of Bounty, may be sweep-granted by Sanguine Noble (m60_40_53) [f400510]
4927	400590	set	talk 418001205 gate_sense=1 lot 105900	esd_gifts					esd-walk-gate-sense	esd_gifts:400590:418001205	single	world			Scadu Altus	unknown	7773742	Scadu Altus :: Lacerating Crossed-Tree - around Highroad Cross, may be sweep-granted by Dryleaf Dane (m61_49_44) [f400590]
4927	400590	set	talk 418006100 gate_sense=1 lot 105900	esd_gifts					esd-walk-gate-sense	esd_gifts:400590:418006100	single	world			Scadu Altus	unknown	7773742	Scadu Altus :: Lacerating Crossed-Tree - around Highroad Cross, may be sweep-granted by Dryleaf Dane (m61_49_44) [f400590]
4927	400592	set	talk 418001205 gate_sense=1 lot 105910	esd_gifts					esd-walk-gate-sense	esd_gifts:400592:418001205	single	world			Scadu Altus	unknown	7773743	Scadu Altus :: Retaliatory Crossed-Tree - around Highroad Cross, may be sweep-granted by Ralva the Great Red Bear (m61_49_45) [f400592]
4927	400592	set	talk 418006100 gate_sense=1 lot 105910	esd_gifts					esd-walk-gate-sense	esd_gifts:400592:418006100	single	world			Scadu Altus	unknown	7773743	Scadu Altus :: Retaliatory Crossed-Tree - around Highroad Cross, may be sweep-granted by Ralva the Great Red Bear (m61_49_45) [f400592]
7624	400594	set	$InitializeCommonEvent(90005776) arg1	lot_gates					commonarg-positive-by-construction	lot_gates:400594:90005776	single	world			Scadu Altus	unknown	7770629	Scadu Altus :: Ash of War: Swift Slash - around Shadow Keep Main Gate, may be sweep-granted by Golden Hippopotamus (m21_00) [f400594]
7622	400595	set	$InitializeCommonEvent(90005776) arg1	lot_gates					commonarg-positive-by-construction	lot_gates:400595:90005776	single	world			Shadow Keep	unknown	7770630	Shadow Keep :: Ansbach's Longbow - around Storehouse, First Floor (1), may be sweep-granted by Base Serpent Messmer (m21_01) [f400595]
4448	400598	set	$InitializeCommonEvent(90005750) arg5	lot_gates					commonarg-positive-by-construction	lot_gates:400598:90005750	single	world			Enir Ilim	unknown	7770631	Enir Ilim :: Leda's Armor - near Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400598]
21019365	400600	unknown	talk 417002101 gate_sense=0 lot 106000	esd_gifts	set by NPC talk 417002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400600:417002101	single	npc_state	Shadow Keep	esd_talk_map	Enir Ilim	yes	7773745	Enir Ilim :: Golden Lion Shield - m60_49_40 (region unconfirmed) [f400600]
21019365	400600	unknown	talk 417006100 gate_sense=0 lot 106000	esd_gifts	set by NPC talk 417002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400600:417006100	single	npc_state	Shadow Keep	esd_talk_map	Enir Ilim	yes	7773745	Enir Ilim :: Golden Lion Shield - m60_49_40 (region unconfirmed) [f400600]
4427	400602	set	$InitializeCommonEvent(90005750) arg5	lot_gates					commonarg-positive-by-construction	lot_gates:400602:90005750	any	world			Enir Ilim	unknown	7900063	Enir Ilim :: Freyja's Greaves - near Cleansing Chamber Anteroom, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400602]
2046429375	400602	set	$InitializeCommonEvent(90005750) arg5	lot_gates					commonarg-positive-by-construction	lot_gates:400602:90005750	any	world	Gravesite	flag_decode	Enir Ilim	yes	7900063	Enir Ilim :: Freyja's Greaves - near Cleansing Chamber Anteroom, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400602]
2046429206	400610	unknown	talk 414002101 gate_sense=0 lot 106100	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400610:414002101	unknown	npc_state	Gravesite	flag_decode	Gravesite	no	7773746	Gravesite :: Cross Map - around Altar South [f400610]
2046429206	400610	unknown	talk 414006100 gate_sense=0 lot 106100	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400610:414006100	unknown	npc_state	Gravesite	flag_decode	Gravesite	no	7773746	Gravesite :: Cross Map - around Altar South [f400610]
2046429210	400610	unknown	talk 414002101 gate_sense=1 lot 106120	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400610:414002101	unknown	npc_state	Gravesite	flag_decode	Gravesite	no	7773746	Gravesite :: Cross Map - around Altar South [f400610]
2046429210	400610	unknown	talk 414006100 gate_sense=1 lot 106120	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400610:414006100	unknown	npc_state	Gravesite	flag_decode	Gravesite	no	7773746	Gravesite :: Cross Map - around Altar South [f400610]
2048459205	400610	unknown	talk 414002101 gate_sense=0 lot 106120	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400610:414002101	unknown	npc_state	Scadu Altus	flag_decode	Gravesite	yes	7773746	Gravesite :: Cross Map - around Altar South [f400610]
2048459205	400610	unknown	talk 414006100 gate_sense=0 lot 106120	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400610:414006100	unknown	npc_state	Scadu Altus	flag_decode	Gravesite	yes	7773746	Gravesite :: Cross Map - around Altar South [f400610]
2046422700	400612	unknown	talk 414002101 gate_sense=1 lot 106110	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400612:414002101	unknown	npc_state	Gravesite	flag_decode	Shadow Keep	yes	7773748	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]
2046422700	400612	unknown	talk 414006100 gate_sense=1 lot 106110	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400612:414006100	unknown	npc_state	Gravesite	flag_decode	Shadow Keep	yes	7773748	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]
2048452700	400612	unknown	talk 414002101 gate_sense=1 lot 106110	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400612:414002101	unknown	npc_state	Scadu Altus	flag_decode	Shadow Keep	yes	7773748	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]
2048452700	400612	unknown	talk 414006100 gate_sense=1 lot 106110	esd_gifts	set by NPC talk 414002101 on m21_01_00_00		esd_talk	2	esd-received-memo	esd_gifts:400612:414006100	unknown	npc_state	Scadu Altus	flag_decode	Shadow Keep	yes	7773748	Shadow Keep :: Furnace Visage - around Storehouse, First Floor, may be sweep-granted by Base Serpent Messmer (m21_01) [f400612]
4370	400614	set	$InitializeCommonEvent(90005750) arg5	lot_gates					commonarg-positive-by-construction	lot_gates:400614:90005750	single	world			Enir Ilim	unknown	7900067	Enir Ilim :: Soiled Loincloth - around Gate of Divinity, may be sweep-granted by Radahn, Consort of Miquella (m20_01) [f400614]
