# AUTO-GENERATED by tools/build_questline_model.py -- DO NOT EDIT.
# Typed evidence union over questline_dag.tsv + questline_cc_wiki.tsv.
# This file as a compilation is CC BY-SA 4.0; project-derived rows retain their underlying status. See release/ATTRIBUTION.md.
# EVIDENCE ONLY: nothing in the world imports this table. requires/excludes are candidate facts, not access rules.
# Nodes are typed (`flag:` / `item:`); never compare their bare ids across spaces.
# MEASURED: 313 evidence rows (300 game-data, 13 CC-wiki), 270 typed edges.
source_node	target_node	relation	group_id	group_semantics	evidence_kind	evidence_origin	quest	source_label	target_label	source_region	target_region	claim	source_game_ref	id_evidence	source_page	source_page_id	source_revision	source_timestamp	source_url	license
flag:3691	flag:400183	excludes	game:lot_gates:400183:31002800	unknown	game_data	lot_gates		NPC309 Thief Head_Character state transition	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Mt. Gelmir	Limgrave	entFlag(31000800) || EventFlag(3683) || EventFlag(3691)); Wai	event_flag:3691	questline_dag.tsv:lot_gates						project-derived
flag:3691	flag:400183	excludes	game:lot_gates:400183:31002811	unknown	game_data	lot_gates		NPC309 Thief Head_Character state transition	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Mt. Gelmir	Limgrave	entFlag(31000800) || EventFlag(3683) || EventFlag(3691)); Wai	event_flag:3691	questline_dag.tsv:lot_gates						project-derived
flag:1041389407	flag:400190	unknown	game:esd_gifts:400190:320001110	unknown	game_data	esd_gifts		set by NPC talk 320001110 on m11_10_00_00	Limgrave :: Spirit Jellyfish Ashes [f400190]	Limgrave	Limgrave	talk 320001110 gate_sense=1 lot 101900	event_flag:1041389407	questline_dag.tsv:esd_gifts						project-derived
flag:1041389407	flag:400190	unknown	game:esd_gifts:400190:320006000	unknown	game_data	esd_gifts		set by NPC talk 320001110 on m11_10_00_00	Limgrave :: Spirit Jellyfish Ashes [f400190]	Limgrave	Limgrave	talk 320006000 gate_sense=1 lot 101900	event_flag:1041389407	questline_dag.tsv:esd_gifts						project-derived
flag:3708	flag:400190	requires	game:esd_gifts:400190:320001110	unknown	game_data	esd_gifts		NPC320 Farnese_Character state transition	Limgrave :: Spirit Jellyfish Ashes [f400190]		Limgrave	talk 320001110 gate_sense=1 lot 101900	event_flag:3708	questline_dag.tsv:esd_gifts						project-derived
flag:3708	flag:400190	requires	game:esd_gifts:400190:320006000	unknown	game_data	esd_gifts		NPC320 Farnese_Character state transition	Limgrave :: Spirit Jellyfish Ashes [f400190]		Limgrave	talk 320006000 gate_sense=1 lot 101900	event_flag:3708	questline_dag.tsv:esd_gifts						project-derived
flag:1041389414	flag:400191	requires	game:lot_gates:400191:90005750	any	game_data	lot_gates		NPC320 Farnese_NPC initialization event_initial state	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, also granted by Bell Bearing Hunter (m60_42_38) [f400191]	Limgrave	Limgrave	$InitializeCommonEvent(90005750) arg5	event_flag:1041389414	questline_dag.tsv:lot_gates						project-derived
flag:3707	flag:400191	requires	game:esd_gifts:400191:320001110	single	game_data	esd_gifts		NPC320 Farnese_Character state transition	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, also granted by Bell Bearing Hunter (m60_42_38) [f400191]		Limgrave	talk 320001110 gate_sense=1 lot 101910	event_flag:3707	questline_dag.tsv:esd_gifts						project-derived
flag:3707	flag:400191	requires	game:esd_gifts:400191:320006000	single	game_data	esd_gifts		NPC320 Farnese_Character state transition	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, also granted by Bell Bearing Hunter (m60_42_38) [f400191]		Limgrave	talk 320006000 gate_sense=1 lot 101910	event_flag:3707	questline_dag.tsv:esd_gifts						project-derived
flag:3708	flag:400191	requires	game:lot_gates:400191:90005750	any	game_data	lot_gates		NPC320 Farnese_Character state transition	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, also granted by Bell Bearing Hunter (m60_42_38) [f400191]	Roundtable Hold	Limgrave	$InitializeCommonEvent(90005750) arg5	event_flag:3708	questline_dag.tsv:lot_gates						project-derived
flag:3709	flag:400191	requires	game:lot_gates:400191:90005750	any	game_data	lot_gates		NPC320 Farnese_Character state transition	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, also granted by Bell Bearing Hunter (m60_42_38) [f400191]	Roundtable Hold	Limgrave	$InitializeCommonEvent(90005750) arg5	event_flag:3709	questline_dag.tsv:lot_gates						project-derived
flag:1045389220	flag:400221	unknown	game:esd_gifts:400221:321001000	single	game_data	esd_gifts		set by NPC talk 321001000 on m10_00_00_00	Stormveil :: Erdsteel Dagger - around Castleward Tunnel, also granted by Margit, the Fell Omen (m10_00) [f400221]		Stormveil	talk 321001000 gate_sense=1 lot 102200	event_flag:1045389220	questline_dag.tsv:esd_gifts						project-derived
flag:1045389220	flag:400221	unknown	game:esd_gifts:400221:321006000	single	game_data	esd_gifts		set by NPC talk 321001000 on m10_00_00_00	Stormveil :: Erdsteel Dagger - around Castleward Tunnel, also granted by Margit, the Fell Omen (m10_00) [f400221]		Stormveil	talk 321006000 gate_sense=1 lot 102200	event_flag:1045389220	questline_dag.tsv:esd_gifts						project-derived
flag:3647	flag:400230	requires	game:esd_gifts:400230:202006000	single	game_data	esd_gifts		NPC202 Marikes_Character state transition	Caelid :: Ancient Dragon Smithing Stone [f400230]		Caelid	talk 202006000 gate_sense=1 lot 102310	event_flag:3647	questline_dag.tsv:esd_gifts						project-derived
flag:3647	flag:400235	excludes	game:esd_gifts:400235:202006000	single	game_data	esd_gifts		NPC202 Marikes_Character state transition	Caelid :: Ash of War: Beast's Roar [f400235]		Caelid	talk 202006000 gate_sense=0 lot 102300	event_flag:3647	questline_dag.tsv:esd_gifts						project-derived
flag:3768	flag:400240	requires	game:lot_gates:400240:90005750	single	game_data	lot_gates		NPC224 Grandpa_Character state transition	Liurnia :: Iji's Bell Bearing - around Road to the Manor, also granted by Glintstone Dragon Adula (m60_34_50) [f400240]		Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:3768	questline_dag.tsv:lot_gates						project-derived
flag:11009210	flag:400260	unknown	game:esd_gifts:400260:337001100	single	game_data	esd_gifts		set by NPC talk 337001100 on m11_00_00_00	Caelid :: Glowstone - around Caelem Ruins [f400260]	Leyndell	Caelid	talk 337001100 gate_sense=0 lot 102600	event_flag:11009210	questline_dag.tsv:esd_gifts						project-derived
flag:11109698	flag:400281	requires	game:esd_gifts:400281:324001100	single	game_data	esd_gifts		set by NPC talk 324001110 on m11_10_00_00	Leyndell :: Scepter of the All-Knowing [f400281]	Roundtable Hold	Leyndell	talk 324001100 gate_sense=1 lot 102810	event_flag:11109698	questline_dag.tsv:esd_gifts						project-derived
flag:110	flag:400282	excludes	game:esd_gifts:400282:324001110	unknown	game_data	esd_gifts		Natural disaster_Melina goes up in flames	Roundtable Hold :: All-Knowing Helm - around Table of Lost Grace [f400282]		Roundtable Hold	talk 324001110 gate_sense=0 lot 102820	event_flag:110	questline_dag.tsv:esd_gifts						project-derived
flag:11109662	flag:400282	unknown	game:esd_gifts:400282:324001110	unknown	game_data	esd_gifts		set by NPC talk 324001110 on m11_10_00_00	Roundtable Hold :: All-Knowing Helm - around Table of Lost Grace [f400282]	Roundtable Hold	Roundtable Hold	talk 324001110 gate_sense=1 lot 102820	event_flag:11109662	questline_dag.tsv:esd_gifts						project-derived
flag:110	flag:400283	excludes	game:esd_gifts:400283:324001110	unknown	game_data	esd_gifts		Natural disaster_Melina goes up in flames	Roundtable Hold :: All-Knowing Armor - around Table of Lost Grace [f400283]		Roundtable Hold	talk 324001110 gate_sense=0 lot 102830	event_flag:110	questline_dag.tsv:esd_gifts						project-derived
flag:11109662	flag:400283	unknown	game:esd_gifts:400283:324001110	unknown	game_data	esd_gifts		set by NPC talk 324001110 on m11_10_00_00	Roundtable Hold :: All-Knowing Armor - around Table of Lost Grace [f400283]	Roundtable Hold	Roundtable Hold	talk 324001110 gate_sense=1 lot 102830	event_flag:11109662	questline_dag.tsv:esd_gifts						project-derived
flag:11109550	flag:400285	unknown	game:esd_gifts:400285:324001110	single	game_data	esd_gifts		set by NPC talk 324001110 on m11_10_00_00	Roundtable Hold :: All-Knowing Greaves - around Table of Lost Grace [f400285]	Roundtable Hold	Roundtable Hold	talk 324001110 gate_sense=0 lot 102850	event_flag:11109550	questline_dag.tsv:esd_gifts						project-derived
flag:16009460	flag:400290	unknown	game:esd_gifts:400290:326001600	single	game_data	esd_gifts		set by NPC talk 326001600 on m16_00_00_00	Mt. Gelmir :: Letter to Bernahl - around Volcano Manor, also granted by Godskin Noble (m16_00) [f400290]	Mt. Gelmir	Mt. Gelmir	talk 326001600 gate_sense=0 lot 102900	event_flag:16009460	questline_dag.tsv:esd_gifts						project-derived
flag:16009460	flag:400290	unknown	game:esd_gifts:400290:326006000	single	game_data	esd_gifts		set by NPC talk 326001600 on m16_00_00_00	Mt. Gelmir :: Letter to Bernahl - around Volcano Manor, also granted by Godskin Noble (m16_00) [f400290]	Mt. Gelmir	Mt. Gelmir	talk 326006000 gate_sense=0 lot 102900	event_flag:16009460	questline_dag.tsv:esd_gifts						project-derived
flag:16009460	flag:400291	unknown	game:esd_gifts:400291:326001600	single	game_data	esd_gifts		set by NPC talk 326001600 on m16_00_00_00	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]	Mt. Gelmir	Mt. Gelmir	talk 326001600 gate_sense=0 lot 102910	event_flag:16009460	questline_dag.tsv:esd_gifts						project-derived
flag:16009460	flag:400291	unknown	game:esd_gifts:400291:326006000	single	game_data	esd_gifts		set by NPC talk 326001600 on m16_00_00_00	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]	Mt. Gelmir	Mt. Gelmir	talk 326006000 gate_sense=0 lot 102910	event_flag:16009460	questline_dag.tsv:esd_gifts						project-derived
flag:16009463	flag:400291	requires	game:lot_gates:400291:90005750	single	game_data	lot_gates		NPC326 Volcano Pavilion's Strongest Knight_ Flag to leave and leave items behind	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009463	questline_dag.tsv:lot_gates						project-derived
flag:13002181	flag:400292	requires	game:lot_gates:400292:90005792	single	game_data	lot_gates			Farum Azula :: Blasphemous Claw - around Crumbling Beast Grave, also granted by Maliketh, the Black Blade (m13_00) [f400292]		Farum Azula	$InitializeCommonEvent(90005792) arg1	event_flag:13002181	questline_dag.tsv:lot_gates						project-derived
flag:1044529272	flag:400308	requires	game:lot_gates:400308:90005750	any	game_data	lot_gates		NPC331 Rogue_Killed by a shit eater_Item light appearance flag set	Altus :: Seedbed Curse - m60_44_52 (region unconfirmed), also granted by Bell Bearing Hunter (m60_43_53) [f400308]		Altus	$InitializeCommonEvent(90005750) arg5	event_flag:1044529272	questline_dag.tsv:lot_gates						project-derived
flag:1050389210	flag:400310	unknown	game:esd_gifts:400310:349006000	single	game_data	esd_gifts		set by NPC talk 349006000 on m60_00_00_00	Caelid :: Unalloyed Gold Needle - around Caelem Ruins [f400310]	Caelid	Caelid	talk 349006000 gate_sense=0 lot 103100	event_flag:1050389210	questline_dag.tsv:esd_gifts						project-derived
flag:1050389207	flag:400311	unknown	game:esd_gifts:400311:349006000	single	game_data	esd_gifts		set by NPC talk 349006000 on m60_00_00_00	Caelid :: Sellia's Secret - around Caelem Ruins [f400311]	Caelid	Caelid	talk 349006000 gate_sense=0 lot 103110	event_flag:1050389207	questline_dag.tsv:esd_gifts						project-derived
flag:1050389238	flag:400312	requires	game:lot_gates:400312:90005750	any	game_data	lot_gates		NPC349 Rotten elder_corpse display	Caelid :: Gowry's Bell Bearing - around Church of the Plague, also granted by Night's Cavalry (m60_49_37) [f400312]	Caelid	Caelid	$InitializeCommonEvent(90005750) arg5	event_flag:1050389238	questline_dag.tsv:lot_gates						project-derived
flag:7611	flag:400312	requires	game:lot_gates:400312:90005750	any	game_data	lot_gates			Caelid :: Gowry's Bell Bearing - around Church of the Plague, also granted by Night's Cavalry (m60_49_37) [f400312]	Haligtree	Caelid	$InitializeCommonEvent(90005750) arg5	event_flag:7611	questline_dag.tsv:lot_gates						project-derived
flag:1050389257	flag:400320	unknown	game:esd_gifts:400320:348001500	single	game_data	esd_gifts		set by NPC talk 348001500 on m15_00_00_00	Haligtree :: Prosthesis-Wearer Heirloom [f400320]	Caelid	Haligtree	talk 348001500 gate_sense=0 lot 103200	event_flag:1050389257	questline_dag.tsv:esd_gifts						project-derived
flag:1050389257	flag:400320	unknown	game:esd_gifts:400320:348006000	single	game_data	esd_gifts		set by NPC talk 348001500 on m15_00_00_00	Haligtree :: Prosthesis-Wearer Heirloom [f400320]	Caelid	Haligtree	talk 348006000 gate_sense=0 lot 103200	event_flag:1050389257	questline_dag.tsv:esd_gifts						project-derived
flag:400310	flag:400320	requires	ccwiki:millicent:heirloom	single	cc_wiki	eldenring.wiki.gg	Millicent	Caelid :: Unalloyed Gold Needle - around Caelem Ruins [f400310]	Haligtree :: Prosthesis-Wearer Heirloom [f400320]	Caelid	Haligtree	Giving Millicent the repaired Unalloyed Gold Needle precedes her Prosthesis-Wearer Heirloom reward.	event_flag:400310	data.py live check ids	Millicent	4368	100564	2026-08-12T23:47:14Z	https://eldenring.wiki.gg/w/index.php?title=Millicent&oldid=100564	CC-BY-SA-4.0
flag:4192	flag:400321	requires	game:lot_gates:400321:90005750	single	game_data	lot_gates		NPC348 Marenia's Daughter_Character state transition	Haligtree :: Unalloyed Gold Needle - around Prayer Room, also granted by Malenia, Blade of Miquella (m15_00) [f400321]		Haligtree	$InitializeCommonEvent(90005750) arg5	event_flag:4192	questline_dag.tsv:lot_gates						project-derived
flag:1039547300	flag:400323	requires	ccwiki:millicent:prosthesis	single	cc_wiki	eldenring.wiki.gg	Millicent	Altus :: Valkyrie's Prosthesis - near Shaded Castle Inner Gate, also granted by Elemer of the Briar (m60_39_54) [f1039547300]	Haligtree :: Millicent's Prosthesis - around Prayer Room, also granted by Loretta, Knight of the Haligtree (m15_00) [f400323]	Altus	Haligtree	The Valkyrie's Prosthesis is given to Millicent before the branch that can award Millicent's Prosthesis.	event_flag:1039547300	data.py live check ids	Millicent	4368	100564	2026-08-12T23:47:14Z	https://eldenring.wiki.gg/w/index.php?title=Millicent&oldid=100564	CC-BY-SA-4.0
flag:7611	flag:400323	requires	game:lot_gates:400323:15000714	single	game_data	lot_gates			Haligtree :: Millicent's Prosthesis - around Prayer Room, also granted by Loretta, Knight of the Haligtree (m15_00) [f400323]		Haligtree	323)); WaitFor(ElapsedSeconds(2) && EventFlag(7611)); Awa	event_flag:7611	questline_dag.tsv:lot_gates						project-derived
flag:7611	flag:400323	requires	game:lot_gates:400323:90005774	single	game_data	lot_gates			Haligtree :: Millicent's Prosthesis - around Prayer Room, also granted by Loretta, Knight of the Haligtree (m15_00) [f400323]		Haligtree	$InitializeCommonEvent(90005774) arg0	event_flag:7611	questline_dag.tsv:lot_gates						project-derived
flag:15000800	flag:400324	requires	ccwiki:millicent:miquella-needle	all	cc_wiki	eldenring.wiki.gg	Millicent	Defeat Arbitrator Marenia	Haligtree :: Miquella's Needle - around Prayer Room, also granted by Malenia, Blade of Miquella (m15_00) [f400324]		Haligtree	Malenia must be defeated after assisting Millicent before Miquella's Needle is awarded.	event_flag:15000800	data.py live check ids	Millicent	4368	100564	2026-08-12T23:47:14Z	https://eldenring.wiki.gg/w/index.php?title=Millicent&oldid=100564	CC-BY-SA-4.0
flag:15009212	flag:400324	unknown	game:lot_gates:400324:15000713	single	game_data	lot_gates		NPC203 Marenia_Flower	Haligtree :: Miquella's Needle - around Prayer Room, also granted by Malenia, Blade of Miquella (m15_00) [f400324]	Haligtree	Haligtree	&& !EventFlag(400324) && EventFlag(15009212)	event_flag:15009212	questline_dag.tsv:lot_gates						project-derived
flag:400321	flag:400324	requires	ccwiki:millicent:miquella-needle	all	cc_wiki	eldenring.wiki.gg	Millicent	Haligtree :: Unalloyed Gold Needle - around Prayer Room, also granted by Malenia, Blade of Miquella (m15_00) [f400321]	Haligtree :: Miquella's Needle - around Prayer Room, also granted by Malenia, Blade of Miquella (m15_00) [f400324]	Haligtree	Haligtree	Recovering the Unalloyed Gold Needle after assisting Millicent is required for Miquella's Needle.	event_flag:400321	data.py live check ids	Millicent	4368	100564	2026-08-12T23:47:14Z	https://eldenring.wiki.gg/w/index.php?title=Millicent&oldid=100564	CC-BY-SA-4.0
flag:12039162	flag:400339	requires	game:lot_gates:400339:90005750	single	game_data	lot_gates		NPC322 Yuria_Character state transition	Deeproot Depths :: Fia's Robe - around Root-Facing Cliffs, also granted by Crucible Knight Siluria (m12_03) [f400339]		Deeproot Depths	$InitializeCommonEvent(90005750) arg5	event_flag:12039162	questline_dag.tsv:lot_gates						project-derived
flag:4067	flag:400348	requires	game:lot_gates:400348:90005750	single	game_data	lot_gates		NPC319 Danny_Character state transition	Deeproot Depths :: Twinned Greaves - around Root-Facing Cliffs, also granted by Fia's Champion (m12_03) [f400348]		Deeproot Depths	$InitializeCommonEvent(90005750) arg5	event_flag:4067	questline_dag.tsv:lot_gates						project-derived
flag:4048	flag:400349	requires	game:lot_gates:400349:90005750	single	game_data	lot_gates		NPC322 Yuria_Character state transition	Roundtable Hold :: Twinned Greaves - around Table of Lost Grace [f400349]	Siofra River	Roundtable Hold	$InitializeCommonEvent(90005750) arg5	event_flag:4048	questline_dag.tsv:lot_gates						project-derived
flag:11109505	flag:400357	unknown	game:esd_gifts:400357:325001000	single	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Leyndell :: Black Knifeprint [f400357]	Roundtable Hold	Leyndell	talk 325001000 gate_sense=1 lot 103510	event_flag:11109505	questline_dag.tsv:esd_gifts						project-derived
flag:11109505	flag:400357	unknown	game:esd_gifts:400357:325001110	single	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Leyndell :: Black Knifeprint [f400357]	Roundtable Hold	Leyndell	talk 325001110 gate_sense=1 lot 103510	event_flag:11109505	questline_dag.tsv:esd_gifts						project-derived
flag:10009606	flag:400358	unknown	game:esd_gifts:400358:325001000	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001000 gate_sense=0 lot 103500	event_flag:10009606	questline_dag.tsv:esd_gifts						project-derived
flag:10009606	flag:400358	unknown	game:esd_gifts:400358:325001110	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001110 gate_sense=0 lot 103500	event_flag:10009606	questline_dag.tsv:esd_gifts						project-derived
flag:10009616	flag:400358	unknown	game:esd_gifts:400358:325001000	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001000 gate_sense=1 lot 103500	event_flag:10009616	questline_dag.tsv:esd_gifts						project-derived
flag:10009616	flag:400358	unknown	game:esd_gifts:400358:325001110	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001110 gate_sense=1 lot 103500	event_flag:10009616	questline_dag.tsv:esd_gifts						project-derived
flag:11109505	flag:400358	unknown	game:esd_gifts:400358:325001000	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001000 gate_sense=1 lot 103500	event_flag:11109505	questline_dag.tsv:esd_gifts						project-derived
flag:11109505	flag:400358	unknown	game:esd_gifts:400358:325001110	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001110 gate_sense=1 lot 103500	event_flag:11109505	questline_dag.tsv:esd_gifts						project-derived
flag:11109530	flag:400358	unknown	game:esd_gifts:400358:325001000	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001000 gate_sense=1 lot 103500	event_flag:11109530	questline_dag.tsv:esd_gifts						project-derived
flag:11109530	flag:400358	unknown	game:esd_gifts:400358:325001110	unknown	game_data	esd_gifts		set by NPC talk 325001000 on m10_00_00_00	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]	Roundtable Hold	Roundtable Hold	talk 325001110 gate_sense=1 lot 103500	event_flag:11109530	questline_dag.tsv:esd_gifts						project-derived
flag:400359	flag:400358	requires	game:lot_gates:400358:90005750	single	game_data	lot_gates		Roundtable Hold :: Spellblade's Trousers - around Table of Lost Grace [f400359]	Roundtable Hold :: [Sorcery] Explosive Ghostflame - around Table of Lost Grace [f400358]		Roundtable Hold	$InitializeCommonEvent(90005750) arg5	event_flag:400359	questline_dag.tsv:lot_gates						project-derived
flag:3909	flag:400359	requires	game:lot_gates:400359:90005750	single	game_data	lot_gates		NPC325 Roger_Character state transition	Roundtable Hold :: Spellblade's Trousers - around Table of Lost Grace [f400359]		Roundtable Hold	$InitializeCommonEvent(90005750) arg5	event_flag:3909	questline_dag.tsv:lot_gates						project-derived
flag:3806	flag:400360	requires	game:lot_gates:400360:90005750	single	game_data	lot_gates		NPC333 Pyroxene magician who cannot return_Character state transition	Raya Lucaria Academy :: Thops's Bell Bearing - around Church of the Cuckoo, also granted by Rennala, Queen of the Full Moon (m14_00) [f400360]		Raya Lucaria Academy	$InitializeCommonEvent(90005750) arg5	event_flag:3806	questline_dag.tsv:lot_gates						project-derived
flag:11109957	flag:400380	unknown	game:esd_gifts:400380:323001110	single	game_data	esd_gifts		set by NPC talk 323001110 on m11_10_00_00	Roundtable Hold :: Sewer-Gaol Key - around Table of Lost Grace (region unconfirmed) [f400380]	Roundtable Hold	Roundtable Hold	talk 323001110 gate_sense=0 lot 103800	event_flag:11109957	questline_dag.tsv:esd_gifts						project-derived
flag:1045522181	flag:400381	requires	game:lot_gates:400381:90005792	any	game_data	lot_gates			Leyndell :: Sword of Milos - around Underground Roadside, also granted by Esgar, Priest of Blood (m35_00) [f400381]	Altus	Leyndell	$InitializeCommonEvent(90005792) arg1	event_flag:1045522181	questline_dag.tsv:lot_gates						project-derived
flag:35009337	flag:400381	requires	game:lot_gates:400381:90005750	single	game_data	lot_gates		NPC323 Shit-eater_Attack and kill	Leyndell :: Sword of Milos - around Underground Roadside, also granted by Esgar, Priest of Blood (m35_00) [f400381]	Leyndell	Leyndell	$InitializeCommonEvent(90005750) arg5	event_flag:35009337	questline_dag.tsv:lot_gates						project-derived
flag:35009336	flag:400382	requires	game:lot_gates:400382:90005750	single	game_data	lot_gates		NPC323 Shit Eater_Revisit after using cursed item	Leyndell :: Omen Greaves - around Underground Roadside, also granted by Esgar, Priest of Blood (m35_00) [f400382]	Leyndell	Leyndell	$InitializeCommonEvent(90005750) arg5	event_flag:35009336	questline_dag.tsv:lot_gates						project-derived
flag:1034509421	flag:400391	unknown	game:esd_gifts:400391:106016000	single	game_data	esd_gifts		set by NPC talk 106016000 on m60_00_00_00	Roundtable Hold :: Carian Inverted Statue (region unconfirmed) [f400391]	Liurnia	Roundtable Hold	talk 106016000 gate_sense=0 lot 103910	event_flag:1034509421	questline_dag.tsv:esd_gifts						project-derived
flag:12027080	flag:400391	requires	ccwiki:ranni:statue	single	cc_wiki	eldenring.wiki.gg	Ranni	Siofra River :: Fingerslayer Blade - near Ancestral Woods [f12027080]	Roundtable Hold :: Carian Inverted Statue (region unconfirmed) [f400391]	Siofra River	Roundtable Hold	Ranni gives the Carian Inverted Statue after the Fingerslayer Blade is brought to her.	event_flag:12027080	data.py live check ids	Ranni the Witch	350	100538	2026-08-12T21:39:17Z	https://eldenring.wiki.gg/w/index.php?title=Ranni_the_Witch&oldid=100538	CC-BY-SA-4.0
flag:1035429255	flag:400393	requires	game:lot_gates:400393:90005750	single	game_data	lot_gates		NPC106_Rani_Immediately after cutscene_Disappears after conversation	Liurnia :: Dark Moon Greatsword - near Cathedral of Manus Celes, also granted by Omenkiller (m60_35_42) [f400393]	Liurnia	Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:1035429255	questline_dag.tsv:lot_gates						project-derived
flag:114	flag:400393	requires	ccwiki:ranni:greatsword	single	cc_wiki	eldenring.wiki.gg	Ranni	Raya Lucaria Academy :: Dark Moon Ring - near Raya Lucaria Grand Library, also granted by Rennala, Queen of the Full Moon (m14_00) [f114]	Liurnia :: Dark Moon Greatsword - near Cathedral of Manus Celes, also granted by Omenkiller (m60_35_42) [f400393]	Raya Lucaria Academy	Liurnia	The Dark Moon Ring is required to reach Ranni before she leaves the Dark Moon Greatsword.	event_flag:114	data.py live check ids	Ranni the Witch	350	100538	2026-08-12T21:39:17Z	https://eldenring.wiki.gg/w/index.php?title=Ranni_the_Witch&oldid=100538	CC-BY-SA-4.0
flag:1034509430	flag:400394	requires	game:lot_gates:400394:90005750	single	game_data	lot_gates		NPC106 Rani_Character state transition	Ainsel River :: Miniature Ranni - around Dragonkin Soldier of Nokstella, also granted by Dragonkin Soldier (m12_01) [f400394]	Liurnia	Ainsel River	$InitializeCommonEvent(90005750) arg5	event_flag:1034509430	questline_dag.tsv:lot_gates						project-derived
flag:12027080	flag:400394	requires	ccwiki:ranni:miniature	single	cc_wiki	eldenring.wiki.gg	Ranni	Siofra River :: Fingerslayer Blade - near Ancestral Woods [f12027080]	Ainsel River :: Miniature Ranni - around Dragonkin Soldier of Nokstella, also granted by Dragonkin Soldier (m12_01) [f400394]	Siofra River	Ainsel River	Giving Ranni the Fingerslayer Blade opens the route where Miniature Ranni is obtained.	event_flag:12027080	data.py live check ids	Ranni the Witch	350	100538	2026-08-12T21:39:17Z	https://eldenring.wiki.gg/w/index.php?title=Ranni_the_Witch&oldid=100538	CC-BY-SA-4.0
flag:3371	flag:400400	requires	game:esd_gifts:400400:312001400	single	game_data	esd_gifts		NPC312 Lord of Plains Fort_Character state transition	Caelid :: Ancient Dragon Smithing Stone - around Smoldering Church [f400400]		Caelid	talk 312001400 gate_sense=1 lot 104000	event_flag:3371	questline_dag.tsv:esd_gifts						project-derived
flag:3371	flag:400400	requires	game:esd_gifts:400400:312006000	single	game_data	esd_gifts		NPC312 Lord of Plains Fort_Character state transition	Caelid :: Ancient Dragon Smithing Stone - around Smoldering Church [f400400]		Caelid	talk 312006000 gate_sense=1 lot 104000	event_flag:3371	questline_dag.tsv:esd_gifts						project-derived
flag:3371	flag:400400	requires	game:esd_gifts:400400:312026000	single	game_data	esd_gifts		NPC312 Lord of Plains Fort_Character state transition	Caelid :: Ancient Dragon Smithing Stone - around Smoldering Church [f400400]		Caelid	talk 312026000 gate_sense=1 lot 104000	event_flag:3371	questline_dag.tsv:esd_gifts						project-derived
